content;score;thumbsUpCount;at;appVersion
application nickel pas spécialement de reproche à lui faire il faut être membre premium pour ne pas avoir de pubs intempestive entre les titres abonnement de 999mois vous pouvez créer vos propre playlist on y trouve une énorme variété dartistes en tout genre ce qui est génial si vous avez des appareils connectés compatibles avec spotify vous pouvez switch facilement les uns des autres et ce même pendant un morceau en cours si vous êtes audiophiles cette appli est faite pour vous;5;533;27/05/2020;8.5.59.1137
très bonne application ça fais longtemps que je lai en version gratuite je nai jamais eu de problème malheureusement en ce moment je trouves entendre plus de pubs que de musique lapplication dit 30 minutes de musique puis un moment de pubs et jai chronométré les pubs reviennent toutes les 10 minutes dommage certes jai du mal avec ça mais je reste à 4 étoiles car ça reste une application géniale;4;533;23/06/2021;8.6.36.1070
jadore cette application tu peux écouter toutes les musiques sauf que ya un petit bug jutilise spotify principalement sur mon autre tablette quand jécoute ma musique lapplication fonctionne très bien mais parfois quand je la ferme la musique continue de jouer jaimerais que ce petit bug sois réglé ce nest pas pressant pour linstant vous avez surement dautres bug plus important a réglé passé une bonne journée;4;531;11/02/2020;8.5.44.941
je lutilise depuis 8 mois très bonne expérience jusque là mais voilà ça fait une semaine que des bugs et des crashs incessants viennent tout gâcher aucune annonce pour expliquer cela aucun changement depuis parfois jarrive à lancer une musique mais aucun moyen de larrêter donc je dois éteindre mon téléphone pour enlever la musique pour une application comme celleci ça ne pardonne pas;1;525;05/12/2021;8.6.84.1240
un peu déçu spotify est une bonne application mais malheureusement quand je veux lancer une musique ça me met une autre musique je ne peux même plus écouter les musiques de mon choix des pubs il y en a mais pas beaucoup ça va je vous pris de régler le problème des musiques si cela changeje changerai davis et je mettrai un 55 bref bonne journée;3;522;31/12/2023;8.8.96.364
ne cesse de planter je dois redémarrer plusieurs fois lapplication par jour naffiche pas toujours les résultats des recherches la musique met parfois plus de 20 secondes pour se lancer ou parfois se coupe sans raison étant membre premium cest un peu décevant la lecture aléatoire des playlists laisse à désirer;2;519;12/02/2019;8.4.92.949
super application jusquà il y a quelques jours lapplication est désormais pleine de bugs les musiques se bloquent les commandes avec les écouteurs ne fonctionne quune fois sur 10 des musiques qui ne sont pas dans ma playlist se jouent alors que je suis en lecture en boucle bref ça ruine lux surtout pour un service payant jespère vraiment quune mise a jour viendra fixer lappli qui était vraiment très pratique;4;515;02/12/2021;8.6.70.1102
à 1ère vue cest une super appli une grande diversité de sons artistes avec un visuel pratique mais quand on sen sert quotidiennement et sans abonnement cest une catastrophe pas dabonnement premium 1_ pubs de 30 secondes par packet de 2 voir 4 toutes les les 3 chansons 2_ mode de lecture toujours en aléatoire qui ne lest pas 3_ propose les paroles mais ne les a jamais je sais bien quil faut mettre des pubs pour compenser mais là ils pourraient faire mieux;2;515;03/07/2024;8.9.16.593
alors je vais mettre un avis plus constructif que le premier alors jadore cette application qui est mieux par rapport à la concurrence plus de choix de musique des playlist pour tout les goûts et génial pour découvrir un genre musical créé des playlist na jamais été aussi simple et jen passe le seul point négatif même si ce nest pas ici que je devrais le dire cest la version console de salon qui parfois crash sinon tout est parfait ainsi que le prix du premium qui est raisonnable;5;513;22/04/2021;8.6.20.1063
application que jai depuis un bout de temps au début elle était vraiment sympa très large choix de musiques on peut faire ses propres playlists et le principal avantage cest de pouvoir écouter en étant sur dautres applien mettant son tél en veille dommage que depuis maintenant 1 an et demi jécoute plus de pubs que de musiques;2;509;19/02/2024;8.9.12.599
très bon je recommande à merveille cette apli spotifie connaît vos musiques favorites et sélectione des musique pour faire votre daylmix il connait même les musiques à la mode et les met dans une playlist que vous pouvez écouter à tout moment vous pouvez télécharger des musique et les écouter hors connexion vous pouvez écouter toutes vos musiques favorites parmi des millions et des milliards de musiques si je pouvez je mettrer 1000000 étoiles nattendez plus pour linstaler;5;509;22/09/2019;8.5.23.686
très bien mais peut faire encore mieux bon nombre de fonctionnalités sont disponibles comme par exemple le fait de swipe vers la droite un titre pas encore écouter pour le mettre en file dattente mais je pense quil faudrait rajouter plus de fonctionnalités avis perso jadorerai quon puisse personnaliser linterface de notre spotify en changeant les couleurs par exemple sinon lapplication est intuitive et le prix est raisonnable pour le nombre gigantesque de titres disponibles;4;507;28/07/2022;8.7.48.1062
la perfection nexiste pas mais on en est pas loin franchement depuis que je suis en premium je suis devenue une vraie accroje suis connectée le matin dans la voiture au boulot le soirbref toute la journée super facile dutilisation et très très grand choix de chansons pour quelquun comme moi qui a des goûts éclectiques je suis ravie;4;505;05/08/2021;8.6.48.796
trés bonne appli à mon goût gratuite déjà de plus elle est presque complète concernant la diversité des styles musicaux ou artistes je suis agréablement surpris enfin qui dit gratuite dit pubs et bien pour une fois je ne suis pas trop dérangé pendant ma lecture contrairement à youtube les pubs sont trés courtes 3 à 4s trés appréciable super;5;504;23/08/2020;8.5.72.800
côté musique contenu ergonomie rien a redire mais depuis quelques mois spotify ne marche plus sur mon téléphone alors que toutes les autres applis fonctionnent très bien que jai vidé du contenu de mon téléphone vidé le cache désinstallé réinstallé lappli plusieurs fois jai de la 4g à fond je ne sais plus quoi faire à part peutêtre me désabonner;2;497;11/08/2022;8.7.54.403
depuis la mise en place de la nouvelle interface lutilisation de lappli cest dégradée elle est moins lisible on perd les catégories tout arrive pèle mêle musique podcast album playlist plus moyen de chercher de façon spécifique elle consomme des données mobiles avec ses animations elle est bruyante vu que des extraits se lancent dès quon navigue dans lapplication merci pour la discrétion au bureau jaurais aimé avoir la possibilité de choisir mon afiichage;1;489;27/03/2023;8.8.20.544
très bonne application musicale avec affichage des paroles parfois et rarement la discographie dun artiste nest pas complète dans lensemble je trouve les albums que je désire écouter jécoute de la musique très peu connue non diffusé en radio je découvre aussi beaucoup dartistes grâce à spotify qui propose des musiques similaires à ce que jécoute et ce que dautres utilisateurs ont écouté très bonne appli;5;489;09/05/2024;8.9.38.494
un choix énorme dartistes de toute époque jadore les fonctions disponibles utilisation de lapplication en couplage dans la voiture avec différents appareils comme ma ps4 et de pouvoir contrôler le tout via mon smartphone les suggestions dartistes sont toujours judicieuses et les mix proposés au top ma permis de découvrir ou de retrouver des chansonsartistes linterface est épuré et clair habitué de deezer javoue que spotify a su susciter mon intérêt;5;489;15/11/2019;8.5.31.676
ct sympa quand je lutilisais au début mais depuis un certain moment je ne peux ni contrôler la barre de défilement ni écouter la musique que je veux car quand cherche une musique et jappuie sur le bouton pour démarrer la musique bah spotify me donne une autre musique que je ne connais pas ni écouter ma playlist dans lordre et en plus de ça les pubs qui commence à apparaître toutes les 2 ou 3 musiques alors quavant il ny avait quasimentau final il fallait que jla désinstalle dommage;1;479;27/09/2021;8.6.64.1081
